Version Number,File Name,LOC Touched,Number of Revisions,Number of Bug Fixed,LOC Added,Max LOC Added,Chg Set Size,Max Chg Set,Avg Chg Set,Avg LOC Added,Buggy
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,22,2,0,0,0,71,41,35.5,0,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,4,1,0,1,1,30,30,30,1,false
4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,26,3,0,25,18,77,30,25.666666,8.333333,false
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,8,3,1,1,1,79,41,26.333334,0.33333334,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,42,2,1,42,25,33,30,16.5,21,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,48,4,1,7,5,105,41,26.25,1.75,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,5,2,0,0,0,71,41,35.5,0,false
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,29,2,0,4,4,65,35,32.5,2,false
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,377,7,2,55,20,168,41,24,7.857143,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,7,2,0,1,1,71,41,35.5,0.5,false
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,21,2,0,3,2,65,35,32.5,1.5,false
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,15,2,0,8,8,71,41,35.5,4,false
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,34,3,1,30,16,53,30,17.666666,10,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,26,2,1,24,24,35,30,17.5,12,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,7,1,1,6,6,4,4,4,6,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,20,2,0,12,12,100,79,50,6,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,326,2,0,321,321,100,79,50,160.5,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,61,2,0,60,60,100,79,50,30,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,63,2,0,62,62,100,79,50,31,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,184,1,0,1,1,21,21,21,1,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,316,2,0,310,310,62,41,31,155,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,354,2,1,353,353,33,21,16.5,176.5,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,108,1,0,108,108,21,21,21,108,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,131,2,0,130,130,29,21,14.5,65,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,162,1,0,162,162,21,21,21,162,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,104,2,1,100,100,33,21,16.5,50,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,1240,8,3,1189,679,189,79,23.625,148.625,true
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,70,5,3,22,19,75,31,15,4.4,true
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,832,12,1,774,359,182,79,15.166667,64.5,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,534,13,0,472,394,98,21,7.5384617,36.307693,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,3,0,109,64,32,13,10.666667,36.333332,false
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,465,4,0,462,371,109,79,27.25,115.5,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,28,2,0,11,6,27,21,13.5,5.5,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,151,5,1,130,112,32,8,6.4,26,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,286,4,0,274,274,37,21,9.25,68.5,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,27,2,0,14,13,27,21,13.5,7,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,9,1,0,7,7,8,8,8,7,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,320,6,2,137,101,98,41,16.333334,22.833334,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,46,3,1,39,39,132,79,44,13,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,110,6,2,96,61,83,25,13.833333,16,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,41,5,1,24,16,63,27,12.6,4.8,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,282,10,2,155,60,124,27,12.4,15.5,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,48,2,1,1,1,31,22,15.5,0.5,true
4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,59,1,0,59,59,22,22,22,59,false
4.2.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,74,1,0,74,74,1,1,1,74,false
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,350,5,0,337,188,102,79,20.4,67.4,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,591,4,0,496,298,25,8,6.25,124,false
